Date,US dollar,Euro,Japanese yen,Pound sterling,Canadian dollar,Swiss franc,Chinese renmimbi,Turkish lira,Russian ruble,Producer index,Consumer index
9/9/2010,1255,985.2,105125.1,811,1294.3,1269,8512.9,1894.2,38707.6,435,557
9/10/2010,1246.5,979.5,105017.6,810.3,1287.1,1274.1,8437.8,1874.9,38500.6,431.9,552.5
9/13/2010,1243.8,966.4,104213.8,805.9,1277.5,1253.9,8410,1856.8,38146.1,429,549.4
9/14/2010,1265.5,975.2,105093.5,816.5,1296.3,1259.7,8537.4,1887.8,38732.7,435.2,558.6
9/15/2010,1267,972.4,108505.9,810.3,1299.6,1268.9,8542.4,1888,39205.4,436.7,558.5
9/16/2010,1272.5,971.3,109015.1,813.7,1306.2,1289.6,8557.3,1904.4,39842.2,440.6,560.3
9/17/2010,1274,976.6,109379.3,814.9,1315.9,1287.6,8565.7,1910.6,39474.3,440.3,560.2
9/20/2010,1279.3,977.7,109695.7,821.3,1315.7,1285.3,8589.3,1908.7,39742.1,441,560.6
9/21/2010,1275,970.9,108795.7,820.4,1313.3,1280,8550.8,1903.8,39587.5,439.4,558.5
9/22/2010,1293.5,964.5,109274.9,825.8,1330,1274.4,8674.9,1921.4,40089.4,443.8,564.8
9/23/2010,1290.8,968.1,108803.8,821.2,1335.9,1270.7,8656.4,1918.3,40042.3,443.7,564.1
9/24/2010,1297,962.5,109233.3,820.2,1331.6,1275.2,8698.3,1915.2,39891.5,443.9,563.7
9/27/2010,1297,962.8,109239.8,819.1,1331.6,1275.7,8679.9,1912.6,39602.5,442.7,562.1
9/28/2010,1294,955.3,108605.4,818.7,1335.6,1264.6,8657.6,1898.8,39385.7,440.9,560.5
9/29/2010,1307.5,961.5,109359.3,827.6,1349.7,1275.8,8743,1904.6,39783.9,444.9,564
9/30/2010,1307,957.4,109186.8,829.4,1340.8,1276.9,8745.4,1890.5,39953.7,445.3,562.6
10/1/2010,1316.3,957.5,109623.9,832.5,1347.3,1283.8,8807.3,1904.8,40100.9,447.4,564.3
10/4/2010,1313.5,960.1,109545.9,829.2,1342.7,1278.1,8788.9,1910.2,40032.9,448,564.5
10/5/2010,1330.5,961.4,110511.3,835.6,1352.3,1284.5,8902.6,1904.1,39954.4,450.3,569.3
10/6/2010,1346.5,969.4,111584.5,847.4,1360.2,1297,9009.7,1913.1,40184.8,454.2,574
10/7/2010,1345,964.8,110693.5,843.7,1364.7,1300.1,8999.7,1915.7,40049.3,453.3,572.3
10/8/2010,1341.5,962.9,109801.8,842,1363.8,1289.8,8948.6,1901.6,40053.2,451.5,570.8
10/11/2010,1351.5,972.7,110924.4,849.7,1370,1304.6,9011.5,1910.2,40422.7,455.5,574.6
10/12/2010,1348.5,974.7,110307.3,854.3,1363.8,1294.1,8999.1,1913.2,40589.2,455.2,575.3
10/13/2010,1365.5,978.1,111697.9,862.2,1368.5,1309.2,9099.8,1922.6,41114.9,459.3,580.2
10/14/2010,1373.3,975,111755.1,857.5,1377.4,1309.2,9133.2,1928.5,41252.4,460.7,580.6
10/15/2010,1367.5,976,111246.1,854,1381.8,1309.3,9081.8,1928.5,41455.1,460.6,578.9
10/18/2010,1367.3,978.9,111000.2,859.9,1386.1,1305.5,9084.1,1934.9,41544.6,461.6,580.7
10/19/2010,1339,971,109557,851.5,1381.7,1304.4,8897.3,1915.9,41059.1,455.7,570.8
10/20/2010,1339,958.6,108365.3,844.5,1372,1284.4,8906.9,1906.2,41079.8,454.3,569.7
10/21/2010,1343.5,959.5,109078.8,852.1,1371,1295.3,8934.8,1905.4,41078.2,455,570.7
10/22/2010,1322.5,949.8,107678,844,1356.9,1290.3,8806.5,1885.8,40135.9,448.3,564.3
10/25/2010,1337.5,956.8,107795.8,850.7,1362,1299.3,8905.2,1894.1,40515.2,452,568.3
10/26/2010,1329.5,958.7,108061.8,837.9,1358.2,1308.8,8858.1,1896.7,40488.9,450.5,566.8
10/27/2010,1324.5,961.3,108165.3,839.3,1367.1,1311.7,8848.5,1915.8,40647.6,453,567.4
10/28/2010,1333.5,959.3,107920.2,836.6,1365.4,1311.2,8917.7,1906.7,40859.8,454.4,569.6
10/29/2010,1346.8,969,108480.7,842.4,1370.5,1324.5,8983.9,1928.7,41556.9,458.7,574.8
11/1/2010,1354.5,975.3,109267.5,844.2,1372.7,1345.9,9061.5,1934.4,41750,461.7,578.2
11/2/2010,1351,963.3,109167.6,843.9,1364.4,1321.8,9021.6,1909.1,41580.8,458.3,574
11/3/2010,1345.5,960.1,109537.1,836.8,1357.8,1318,8982.7,1899.4,41471,456.6,571.4
11/4/2010,1381,970.9,111336.2,848.2,1384.3,1329.7,9202.3,1926.2,42483,465.7,583.2
11/5/2010,1395.5,994.5,113523.9,861,1397.4,1337.2,9289.3,1951.8,42932.6,470.3,590.1
11/8/2010,1388.5,998.9,112704.5,860.2,1393.9,1341.4,9272.5,1960.1,42811.6,470,590.3
11/9/2010,1421,1021.4,114845.2,881.8,1418.9,1366.2,9441.1,1996.1,43555.1,478.5,602.1
11/10/2010,1390.5,1015.1,115091.7,867.7,1397.2,1355,9224.2,1977.5,42742.4,470.5,591.5
11/11/2010,1398.5,1023.1,115348.3,865.8,1405.3,1361,9266,2004.1,42824.1,473.3,596.1
11/12/2010,1388.5,1013.3,114370.7,859.7,1402,1356.7,9215.5,1991.5,42753.6,471.3,594.3
11/15/2010,1368.5,1006.6,113558.1,851.7,1379.1,1348.5,9094.4,1982.9,42416.4,466.2,590.2
11/16/2010,1349,995.3,112391.9,847.8,1380.1,1333.7,8954.5,1974.2,42047,461.7,583.8
11/17/2010,1337.5,987.7,111132.9,840.1,1364.9,1322.8,8884.3,1947.5,41879.5,457.5,578.1
11/18/2010,1350.3,992.7,112941.7,844.4,1376,1344.1,8957,1954.9,41975.2,460.4,582
11/19/2010,1342.5,982.7,112045,841.6,1370.8,1341.2,8913.5,1939.5,41765.8,458.3,578.6
11/22/2010,1356.5,996.8,113233.8,850.8,1382.3,1345,9009.3,1969.5,42256.3,463,586.2
11/23/2010,1377.5,1025.4,114277.4,867.8,1406.5,1367,9153.4,2036.5,43203.2,472.6,599.5
11/24/2010,1372.5,1024.8,114425.3,869.7,1386.7,1361.9,9133,2025.4,42914,469.9,597.9
11/25/2010,1373.3,1026.9,114803.7,871.3,1384.2,1371.3,9133.2,2019.8,42790.6,469.5,596.8
11/26/2010,1355,1025.3,113874.2,867.9,1381.4,1359.6,9034.5,2020.3,42577.1,467.1,593.3
11/29/2010,1357,1036.8,114503.7,873.8,1389.8,1359.4,9038.4,2047.2,42599.6,468.1,596.9
11/30/2010,1383.5,1062.8,115895.8,888.4,1421,1378.9,9223.8,2085.5,43582.3,476.8,608.4
12/1/2010,1385.5,1060.6,116700.7,889.8,1412.7,1390.7,9232.1,2074.9,43596.1,476.4,605.4
12/2/2010,1389,1054.7,116571.8,893.1,1395.5,1382.6,9252.6,2065.2,43542.4,474.8,604.9
12/3/2010,1403.5,1048.8,116006.3,892.9,1407.7,1370.1,9351.9,2072.3,43869.2,477.5,608.7
12/6/2010,1415.3,1065.2,116949.2,902.3,1423.5,1392.3,9409.2,2102.9,44223,481.4,614.1
12/7/2010,1420,1064.1,117945.2,897.8,1429.8,1394.2,9435.3,2095.4,44081.1,481.9,613.1
12/8/2010,1385.5,1048.5,116735.3,878.4,1401.4,1371.4,9229.8,2071,43102.2,472.6,603.2
12/9/2010,1391.3,1055.8,116788.5,884.6,1405.9,1370.7,9258.8,2101.2,43155.9,472.9,608.2
12/10/2010,1375.3,1040.2,115424.7,870.8,1389.1,1349.5,9153.1,2067.5,42546.1,466.5,599.5
12/13/2010,1399,1045,117075.3,882.2,1404.3,1353.6,9327.1,2104,42971.7,473.5,610.1
12/14/2010,1394.5,1042,116489.5,883.4,1403.8,1342.5,9280.5,2107.2,42863,471.4,607.9
12/15/2010,1388.8,1041.9,116655,889,1393.4,1335.4,9242.8,2107.6,42600.9,469.4,608.6
12/16/2010,1363,1033,114955.4,874.2,1371.5,1323.5,9082.1,2075.2,41905.4,461.9,598
12/17/2010,1368.5,1040.7,115138.7,884.7,1383.6,1329.2,9108.1,2118.5,41971.3,463.3,603.3
12/20/2010,1380,1053.4,115478.4,890.4,1407.6,1331.6,9210.8,2157.6,42530.9,467.6,611.3
12/21/2010,1383,1053,115770.9,893.6,1407.8,1325.4,9209.3,2152.6,42515.5,467.1,610.2
12/22/2010,1387,1059,115766,900.9,1408.3,1321.7,9218.1,2153.5,42503.2,467.4,610.7
12/23/2010,1373.5,1051,114076,891.6,1388,1319.8,9124.3,2129.2,42032.5,462.1,604.9
12/24/2010,1373.5,1046.9,113918.1,889.1,1381.5,1321.2,9102.2,2125.2,41794.9,461,604
12/27/2010,1373.5,1044.5,113870,892.7,1384.7,1321.4,9107.4,2126.3,41674.7,460.8,604.7
12/28/2010,1373.5,1045.9,112771.2,893.1,1372,1307,9099.2,2142.5,41635.6,459.3,605.2
12/29/2010,1412.5,1075.3,115909.8,915.8,1412,1342.6,9352.4,2208.8,43043.1,472.2,622.5
12/30/2010,1405.5,1058.2,114892.6,913.2,1405.2,1316.7,9277.4,2182.9,42966.1,470.2,617.1
12/31/2010,1405.5,1047.7,113993.1,897.7,1396.6,1310.1,9261.8,2163.1,42905.7,468.4,613.7
1/3/2011,1405.5,1051.9,114822.3,908.8,1391.9,1313,9261.8,2192.9,42990,469.1,616.4
1/4/2011,1388.5,1042.6,113891.7,890.3,1386.8,1315.5,9176.3,2149,42481.8,465.6,609.2
1/5/2011,1368,1040.7,113968.1,884.7,1362.2,1321.2,9054.8,2119.9,41929.9,460,602.6
1/6/2011,1368.5,1049.8,113886.6,884.1,1364.7,1319.9,9068.4,2122.2,42030.1,461.7,602.9
1/7/2011,1367,1053,113426.8,877.9,1354.5,1317.8,9060.5,2142.3,42068.7,460.8,605
1/10/2011,1368.3,1057.4,113181.6,878.8,1361.7,1326.9,9082,2163.9,42107.2,462.7,607.8
1/11/2011,1374,1062.4,114653.4,882.6,1362.7,1341.9,9095.9,2175.3,42012.6,464.7,608.9
1/12/2011,1378.8,1055.6,114849.9,878.3,1358.8,1339.7,9105,2156.2,41619.6,463.4,608
1/13/2011,1381.5,1036,114408.9,871.4,1365.3,1332.8,9124.3,2138.5,41408.7,463.2,607.3
1/14/2011,1367,1023.1,113214.9,860.8,1355,1317.7,9008.5,2120.6,41034.5,460.6,601.8
1/17/2011,1360.5,1023.9,112424.9,855.3,1341.4,1311.7,8969.8,2099.5,40766.7,457.1,598.8
1/18/2011,1369.5,1022.7,113243.9,856.7,1358.6,1317.4,9015.3,2104.7,40943.9,460,601.1
1/19/2011,1372,1016.8,112593.2,858.4,1363.3,1316.6,9031.1,2124.5,40903.8,461,603.6
1/20/2011,1345.5,1003.2,111676.5,849.2,1348.4,1302.9,8860.7,2120.8,40441,455.8,595.7
1/21/2011,1343.5,989,111053.7,840.2,1334,1289.2,8844.7,2104.2,40179.4,454,593.7
1/24/2011,1343,982.1,110784.1,839.2,1334.5,1272.9,8838.7,2102.1,40058.3,452.1,593.5
1/25/2011,1324,968.3,109064.5,836.7,1320,1248.8,8715.5,2073.4,39378.4,446.3,585.3
1/26/2011,1328,969.9,109254.6,836,1322,1250.3,8740.8,2091.5,39476.1,447.7,588
1/27/2011,1334.5,971.9,110630,837.2,1326.7,1262.1,8783.7,2102.3,39489.5,449,590.4
1/28/2011,1319,968.1,108540.5,832.5,1317,1242.5,8686.9,2122.1,39299.6,446.6,588.3
1/31/2011,1327,967.9,108721.1,828.5,1327.3,1246.9,8762.2,2127.4,39515.4,449.3,592
2/1/2011,1331.5,965.4,108517.3,824.3,1321.3,1253.3,8779.6,2109.2,39381.4,448.7,590.9
2/2/2011,1337,968.2,109125.9,825.8,1321.2,1253.7,8815.9,2109.4,39363.3,450.5,591.9
2/3/2011,1328,974.3,108657,822.5,1315.3,1258.5,8756.6,2121.4,39104.3,449.2,590.4
2/4/2011,1355,999.7,111082.9,843.8,1341.4,1296.7,8934.6,2151.3,39892,457.6,601.3
2/7/2011,1347.5,995,110959.9,836.3,1330.2,1290,8885.1,2127.8,39508.7,454.5,596.5
2/8/2011,1363.5,997.3,111588.8,847.1,1351.4,1305.9,8990.7,2145.9,39847.1,458.2,601.8
2/9/2011,1365,995.8,112585.2,847.1,1356.7,1311.6,9000.5,2166.5,39967.8,459.7,604.8
2/10/2011,1353.3,995,112576.9,841.6,1347.4,1308,8913.2,2150.6,39715.9,457.5,601.2
2/11/2011,1364,1006.6,113744,852.5,1349.3,1326,8991.4,2164.5,39978.8,461.5,605.7
2/14/2011,1365,1014,113813.7,853.4,1349,1324.5,9004.4,2187.3,40017,462.4,607.3
2/15/2011,1372.8,1015.8,115050.2,849.5,1356,1328.4,9044.4,2187.6,40220.2,464.6,609.5
2/16/2011,1371.3,1014.4,114993,854.8,1352.5,1327.3,9034.5,2169.6,40136.5,462.9,607.5
2/17/2011,1379,1015.5,114877.6,853.7,1356,1312.1,9083.6,2176.5,40378.5,464.8,609.5
2/18/2011,1383.5,1014.5,115314.7,853.6,1359.5,1316.2,9094,2181.2,40352.5,464.3,610.2
2/21/2011,1403,1026.3,116673.5,865,1380.3,1329,9213.2,2229,40917.8,471.1,619
2/22/2011,1401,1023,116213,865.9,1379.8,1316.7,9219,2227.2,40964,470.8,619.8
2/23/2011,1409.3,1024,116354.7,867.9,1398.5,1316.2,9264.8,2258,41102.2,473.2,624
2/24/2011,1411.5,1023.5,115418.3,876,1388,1309,9285.8,2263.5,40933.5,472.3,627
2/25/2011,1402.5,1020.2,114633.3,872.6,1373.7,1303.2,9221.4,2240.1,40598,467.7,621.5
2/28/2011,1411,1021.6,115603.2,867.5,1375.1,1311.5,9272.5,2257.9,40713.8,468.9,625.1
3/1/2011,1420.8,1027.4,116565.4,871.2,1383.2,1322.2,9334.8,2288.3,40761,471.7,629
3/2/2011,1435.5,1034.2,117230.1,879.4,1396.3,1324.1,9435.1,2320.6,40722.3,474,636.2
3/3/2011,1421.5,1019.8,117089,873.2,1384.6,1322.8,9343.7,2275.5,40090,469.8,628.4
3/4/2011,1427,1020,117549.1,877.3,1385.8,1321.4,9373.4,2287.3,40191.2,471.2,630.7
3/7/2011,1437.5,1025.8,117918.1,885.7,1396.2,1329,9434.9,2297.6,40513.8,473.9,635
3/8/2011,1426.3,1026.2,117943.7,882.7,1387.2,1329.6,9368.2,2269,40196.7,471.3,629.6
3/9/2011,1431,1027.9,118336.5,882.6,1387.9,1329.1,9404.7,2263.6,40566.5,473.1,630.2
3/10/2011,1413.3,1024.2,117370.4,880.8,1378,1320,9291.7,2236.4,40371.5,469.2,623.6
3/11/2011,1411.5,1019.9,115481.9,881.4,1378.6,1309.7,9280.1,2240.1,40467.7,468.7,623.7
3/14/2011,1422.3,1017.7,116126.7,879,1387.9,1316,9343.9,2237.2,40565.8,470.7,625.4
3/15/2011,1400.5,1002.7,113202.4,871.8,1376.8,1286.9,9205.1,2210.8,40271.4,467.1,617.5
3/16/2011,1402,1007.1,112440.4,874.6,1390.9,1279,9213,2225.7,40185.5,468.3,618.6
3/17/2011,1403.8,1001.2,110545.3,869.6,1387.7,1263.8,9228.8,2223.9,40182.3,469.8,619.2
3/18/2011,1420,1004.4,115211.7,877.4,1398.1,1282,9328.1,2243.5,40452.2,472.6,625.2
3/21/2011,1432,1009.6,116171,879.9,1399.6,1296.9,9395.5,2258,40519.1,474.3,629.3
3/22/2011,1426,1003.4,115513.1,870.2,1393.1,1289.4,9349,2232.3,40231.7,470.8,625
3/23/2011,1439.5,1019.2,116513.1,886.1,1413.7,1305,9442.1,2242.7,40819.9,476.7,629.6
3/24/2011,1447,1019,116961,895.4,1410.5,1311.1,9494.9,2242.6,40911,477,631.2
3/25/2011,1436,1015.3,116502.7,892.7,1404.2,1312.9,9416.7,2225.7,40586.4,472.7,626.1
3/28/2011,1417,1004.5,115797.2,885,1381.7,1297.8,9301.9,2202.5,40123.9,467.2,619.4
3/29/2011,1417.5,1007.6,116738.2,887.4,1384.1,1304.7,9300.2,2213.3,40258.8,467.6,620
3/30/2011,1425.5,1011.4,118387.8,887.5,1384.5,1315.5,9345.4,2217.3,40686.6,469.6,622.7
3/31/2011,1439,1014,119264.3,897.7,1399.8,1316.5,9423.3,2221.6,40896.4,472.5,626
4/1/2011,1418,1002.4,119601.2,884.5,1367.6,1316.2,9284.9,2179.6,40225.8,464.8,616.1
4/4/2011,1435.5,1008.5,120438.4,889.3,1388.6,1320.3,9399.5,2198.9,40618.9,469.9,622.9
4/5/2011,1433.5,1009.1,121180.9,880.7,1383.2,1323.8,9386.4,2194.3,40570.9,469.7,621.1
4/6/2011,1461.5,1018.7,124855.9,895.7,1399.8,1339.5,9564.1,2211.9,41195.3,477.2,629.4
4/7/2011,1459.5,1021.3,124342.1,894.8,1399.7,1339.2,9548.1,2205.7,41189.3,476.5,628.5
4/8/2011,1469.5,1018,124951.6,896.9,1405.3,1339,9603.8,2214.8,41170.8,477.9,631.2
4/11/2011,1468,1015.7,124302.9,894.3,1401.5,1334.1,9598.2,2219.6,41131.7,477.2,632.9
4/12/2011,1450.5,1000.7,121232.8,891.9,1398.8,1298.5,9486.7,2208.4,40716.4,473.5,626.6
4/13/2011,1457.5,1005,122284.2,894.8,1402.3,1303.2,9523.3,2210.4,41022.8,476.4,629.4
4/14/2011,1465.8,1013.7,121877.1,895.9,1410.6,1307.8,9573.6,2230.5,41409.6,480.6,633.6
4/15/2011,1476.8,1024.2,122873,905.7,1420.3,1322.5,9646.9,2237.1,41563.2,483.9,636.7
4/18/2011,1493,1051,122739.5,921.7,1450.1,1340.7,9747.4,2301.8,42337.5,491,648.1
4/19/2011,1490.5,1041.3,122921.5,913.6,1426.9,1338.3,9733.7,2284.3,42221.4,489.2,645.9
4/20/2011,1501,1034.4,123764.9,914.9,1431.3,1339.1,9794.8,2278.7,42154.8,489.6,647.2
4/21/2011,1504,1032.2,122937,907.7,1430.2,1327.4,9806.8,2281.2,42045.8,488.5,648.4
4/22/2011,1504,1032.2,122937,907.7,1430.2,1327.4,9806.8,2281.2,42045.8,488.5,648.4
4/25/2011,1504,1033,123230.2,913.2,1435.6,1326.9,9817.7,2296.6,41940.5,488.9,650.4
4/26/2011,1497.5,1023.9,122353.2,910.3,1424.8,1317.1,9776.7,2284.4,41623,485.5,647.5
4/27/2011,1511,1032,124974.8,914.6,1446.1,1333.3,9838.4,2307.1,41895.5,488.6,652.7
4/28/2011,1535.5,1035.9,125081.8,922.4,1458.3,1340.7,9983.1,2334.7,42250.8,494.2,662
4/29/2011,1535.5,1035,124590.5,920.6,1457,1333.5,9966.9,2332.7,42035.1,492.7,660.4
5/2/2011,1535.5,1031.1,124483,919.2,1456,1325.3,9966.9,2331.9,42104.2,492.1,660.9
5/3/2011,1540.3,1037.8,124513.8,934.1,1465.9,1325.5,10006.7,2364.5,42112,495.1,666.2
5/4/2011,1541,1035.4,124289.4,931.5,1475.4,1323.2,10006.2,2370.3,42047.7,496,666.6
5/5/2011,1511,1034.1,120849.8,920.5,1460.7,1310.9,9812,2334.6,41574.4,489.6,656.6
5/6/2011,1486.5,1024.7,119834.2,905.1,1427.9,1299.4,9653,2281.9,41085.4,480.5,645.1
5/9/2011,1502,1052.9,121241.4,921.4,1453.6,1316.9,9753.8,2325.5,41826.6,487.9,653.4
5/10/2011,1513.5,1054.3,122071.3,925.9,1455,1329.1,9825.5,2362.9,42010.1,490.7,660.2
5/11/2011,1508,1054.8,122306.3,916.3,1442.5,1331.7,9791.4,2383,41789.7,490.2,660
5/12/2011,1489.5,1049.3,120254.8,915.6,1442.7,1319.3,9681.8,2354.4,41689.6,488.1,653.9
5/13/2011,1505.8,1060,121604.4,929,1457.6,1336.4,9783.9,2396.5,42203.9,494.3,661.7
5/16/2011,1500.8,1054.2,121358.1,924.5,1457.5,1321.1,9766,2381.8,42121.1,492.4,660.6
5/17/2011,1478.5,1043.6,120386.8,912,1443.2,1307.6,9619.1,2353.6,41692.5,486.6,651.5
5/18/2011,1496.5,1050.1,121755.2,926.9,1456.6,1315.5,9734.3,2360.3,41987.7,490.3,656.9
5/19/2011,1493,1047.6,122187.1,923.6,1449,1319,9710.3,2358.4,41777.1,488.5,655.2
5/20/2011,1490.8,1053.4,121712.3,920.5,1452.4,1308.9,9678.8,2370.8,41930.8,488.4,655.6
5/23/2011,1510.5,1077.2,123551.3,937,1479.8,1333.9,9825.8,2420.8,43084,498.9,667.7
5/24/2011,1527,1082.7,125473.6,943.7,1493.2,1342.3,9921.7,2438.9,43282.8,502.9,673.9
5/25/2011,1526.3,1084.8,125129.6,938.1,1491.2,1333.8,9910.6,2450.8,43434.3,504.1,675.4
5/26/2011,1518.5,1077,123507.2,928.9,1489.4,1318.5,9857.3,2437,42820.2,499.3,671.5
5/27/2011,1533,1075,124127,931.1,1497.7,1308.8,9951.8,2461.5,43010.2,501.4,676.9
5/30/2011,1533,1074.2,124050.4,931.5,1497.6,1306,9938.3,2456.6,43055.1,502,675.9
5/31/2011,1536.5,1068.8,124825.3,933.5,1488.6,1310.5,9955.1,2455,43005.9,500.9,676.3
6/1/2011,1533.8,1063.2,124003.7,935.1,1491.5,1290.1,9935.6,2439.9,42810,498.8,673
6/2/2011,1539.5,1066.1,124537.8,942.5,1507.3,1298.7,9980.3,2441.3,42982.8,500.3,674.8
6/3/2011,1540,1057.2,124016.2,941.2,1508.4,1287.4,9978.6,2427.9,42877.4,499.5,673.4
6/6/2011,1549,1060.7,124183.3,947.5,1518.4,1296.1,10036.9,2453.2,43096.9,502.6,677.9
6/7/2011,1545,1052.3,123986.3,939.1,1505.7,1294.9,10013.1,2436.4,42817.3,500.4,674.7
6/8/2011,1537.8,1052.8,122850.9,939.2,1505.5,1288,9958,2432.1,42624.9,498.7,672.4
6/9/2011,1537.8,1060,123189.1,939.4,1501.2,1293.6,9958.3,2421,42722.9,499.3,671.8
6/10/2011,1529.3,1065,122630.5,942.4,1494.6,1288.1,9909.9,2414.6,42726.2,498.4,669
6/13/2011,1526.3,1061.7,122367.1,936,1491.5,1277,9894.7,2404.8,42695.3,497.5,668
6/14/2011,1516,1047.1,122007.7,925,1467.6,1278,9824.1,2400.7,42207.7,492.4,663.7
6/15/2011,1529.8,1070.4,123343.7,941.1,1485.3,1297.8,9916.1,2445.8,42787.7,498.1,672.2
6/16/2011,1523.3,1077.1,122911,944.8,1499.3,1294.2,9862.1,2454.6,42921.2,498.5,671.9
6/17/2011,1537.5,1074.6,123123,951.1,1505.9,1302.7,9954.4,2452.9,43128.4,500.8,675.5
6/20/2011,1544,1078.8,123882.8,952.4,1513.8,1299.4,10002.2,2477.4,43358.1,503.3,680.4
6/21/2011,1544.8,1074.8,123834.9,952.6,1502.2,1303.8,9987.6,2486.7,43201.2,502.2,680.2
6/22/2011,1552.5,1075.6,124316.4,962.2,1509.4,1298,10033.7,2502.4,43334.9,504.3,683.9
6/23/2011,1523,1076.4,122677.6,953.1,1492.3,1276.4,9850.2,2490.2,43105.5,499.4,675
6/24/2011,1514.8,1069.4,121831.3,948.7,1490.7,1269.9,9805,2477.4,42827.3,496.8,671.6
6/27/2011,1498,1048.9,121173.2,936.1,1478,1249.6,9702.8,2454.3,42282.1,491.1,664.6
6/28/2011,1499,1043.7,121096.7,936.7,1475.5,1244.3,9699.1,2460.9,42129.4,490,665.2
6/29/2011,1504.3,1044.9,121663.7,938.7,1459.8,1257.7,9722.7,2448.3,42161.1,490.5,664.6
6/30/2011,1505.5,1038.4,121584.2,937.7,1453,1267.6,9731.6,2444.9,42026.8,489.2,663.7
7/1/2011,1483,1024,119959.9,924.2,1427.2,1258.4,9587.5,2388.5,41304.1,481,651.5
7/4/2011,1495,1030.2,120811,930.6,1437.1,1269,9662,2413.4,41592.2,484.2,656.3
7/5/2011,1510,1044,122385.5,937.9,1452.5,1276.7,9766.1,2453.7,42066.6,489.7,664.2
7/6/2011,1527.3,1067.6,123554.5,955.9,1475.4,1280.8,9876.7,2496.1,42770.6,496.3,673.8
7/7/2011,1527.5,1063.2,124109.4,955.8,1462.4,1289.3,9876.5,2476.6,42611.1,494.3,671.8
7/8/2011,1541.5,1081.1,124345.1,960.4,1486.4,1291.9,9965.8,2512.2,43143.5,500,678.7
7/11/2011,1555.5,1111.9,125031.1,979,1507.1,1298.2,10059.6,2558.3,43979.9,508.5,688.3
7/12/2011,1550.5,1108.7,123257,974.6,1502.5,1292,10035.2,2558.9,43901.2,508,688.2
7/13/2011,1579,1115,124788.4,981.8,1512.7,1299.4,10212.3,2596.2,44287,514.4,698.5
7/14/2011,1590.5,1123.6,125975.5,986.7,1523.8,1301.8,10270.8,2614.1,44718,518.8,703.2
7/15/2011,1587,1123.7,125468.2,984.6,1518.1,1294.9,10256.8,2619,44614.5,519,702.8
7/18/2011,1599,1140.1,126504.9,998.3,1537.7,1308.3,10343.5,2658.9,45151.7,525.5,710.5
7/19/2011,1601,1128.2,126382.9,990.4,1521.2,1311.6,10347.9,2654.3,44884,523.4,709.8
7/20/2011,1586,1117.2,125079.9,982.7,1501.6,1300.4,10244.8,2638.2,44404,517.3,703.5
7/21/2011,1601,1113.4,125702.5,982.2,1512,1310.3,10329,2671.5,44440.6,518.9,710.7
7/22/2011,1602,1115.2,125524.7,982.1,1522.1,1307.8,10325.7,2712.8,44503.6,518.8,713.5
7/25/2011,1613.5,1125.5,126441.9,990.9,1526.1,1300.7,10399,2779.8,44778.6,522.3,723
7/26/2011,1612.8,1113.4,125907.4,984.1,1521.7,1294.8,10388.4,2751.6,44362.7,518.7,718.7
7/27/2011,1625,1129.8,126693.1,994.5,1540.7,1301.5,10470.4,2749.7,44744.4,522.4,721.9
7/28/2011,1613.5,1128.3,125530.3,988,1531,1295.2,10395.5,2697.5,44536.6,519.5,714.2
7/29/2011,1628.5,1133.3,125703.9,992.1,1553.8,1283.6,10482,2731.2,45009.1,524.6,721.9
8/1/2011,1623,1142.9,124346.1,998.2,1558.2,1267.6,10442.4,2738.8,45005.8,523.6,720.6
8/2/2011,1637.8,1151.9,126344.2,1005,1571.8,1263.2,10544.2,2793.4,45537.6,529.9,730.9
8/3/2011,1669.3,1168,128348.6,1017.2,1610.1,1279.1,10740.1,2843.7,46544.9,541.6,744.6
8/4/2011,1679.5,1186.4,132714.1,1028.9,1637.9,1292.8,10814.3,2912.9,47168.7,549.1,755.4
8/5/2011,1658.8,1168.7,130195.3,1012.4,1629.1,1265.2,10683,2880.3,46993.6,544,747.4
8/8/2011,1693,1193.2,131495.3,1037.9,1676.7,1287.6,10896.2,2973.3,49143.7,562.2,767.1
8/9/2011,1736,1220.7,134175.4,1070.4,1723.2,1284.8,11163.5,3073.2,51664.1,585.4,789.9
8/10/2011,1772,1249.4,135558,1097.7,1752.9,1289.1,11372.9,3144.5,52779,595.4,807.1
8/11/2011,1760,1233.4,135132.8,1085.1,1743.9,1341.4,11254.3,3127.1,51893.6,589,802.3
8/12/2011,1736,1221.2,133272.7,1066.7,1720,1341.8,11092.2,3100.1,50755.3,579,792.2
8/15/2011,1739,1203.8,133372.6,1060.1,1711.1,1358.9,11112.9,3072.8,49917.1,574.9,790.3
8/16/2011,1782.5,1238,136753.4,1085.4,1749.4,1410.1,11377.3,3163.3,51174.7,589.2,811.5
8/17/2011,1790,1238.5,137051.3,1080.6,1753.2,1419.2,11432.9,3158.1,51426.7,590.4,813.4
8/18/2011,1824,1274.1,139663.7,1107.9,1809,1442.8,11651.2,3257.2,53103.5,607.4,834.7
8/19/2011,1848,1281.7,140900.8,1115.2,1820.2,1453.1,11814.3,3297.3,53657.1,614.1,845.4
8/22/2011,1877.5,1305.5,144135.7,1142,1854.6,1475,12018.4,3361.7,54630.5,625.3,859.6
