Date,US dollar,Euro,Japanese yen,Pound sterling,Canadian dollar,Swiss franc,Chinese renmimbi,Turkish lira,Russian ruble,Producer index,Consumer index
1/3/2000,290.3,285.9,29443,178.8,419.2,459.1,2403.2,156.7,7938.3,104.7,108.5
1/4/2000,281.5,273.3,28990.3,172.1,408.2,438.3,2330.8,151,7741.3,101.7,105.1
1/5/2000,280.5,271.3,29128.9,171.1,407.6,435.3,2322.1,150.5,7642.3,101,104.6
1/6/2000,279.4,270,29406.8,169.6,407.2,433.5,2313.4,149.9,7670.9,100.9,104.2
1/7/2000,282.1,274.2,29747.4,172.2,411.2,440.7,2335.6,152.1,7745.1,101.8,105.3
1/10/2000,281.6,274.3,29668,172,409.8,441.4,2331.5,152.3,7927,102.2,105.2
1/11/2000,282.3,274.1,29855,171.4,411.2,441.2,2336.9,152.3,8086.9,102.8,105.4
1/12/2000,282.3,274.8,29873.3,171.5,410.9,442.3,2336.9,152.6,8114.7,102.7,105.5
1/13/2000,282.1,274.6,29956.2,171.1,409.1,442.8,2335.7,152.7,8083.6,102.4,105.4
1/14/2000,283.3,279.8,30035.4,173.2,411,451.9,2345.6,154.5,8099.5,102.8,106.1
1/17/2000,285.4,283,29901.8,174.9,414.2,456.8,2362.5,156.1,8179.6,103.7,106.9
1/18/2000,285.8,282.7,30150.5,174.5,414.2,456.5,2366.2,156.3,8181,103.9,107.1
1/19/2000,287.7,284.8,30417.5,175.4,417.4,459.7,2381.7,157.4,8213.8,104.6,107.8
1/20/2000,288.1,285.4,30381.6,174.8,416.7,460.2,2385.3,157.8,8225.3,104.6,108
1/21/2000,287.8,285.8,30177.8,174.3,415.4,460.4,2382.4,158.1,8209.5,104.7,107.9
1/24/2000,287.2,286.5,30332.6,173.8,414.1,462.3,2377.7,158.3,8185.9,104.8,107.8
1/25/2000,288,286.1,30480.5,174.6,414.5,462,2384.2,158.7,8219.5,105.1,108.1
1/26/2000,285.9,285.6,30283.9,174.3,411.2,460.5,2366.7,157.8,8178.9,104.5,107.3
1/27/2000,285.6,288.9,29981.3,174.4,409.4,466.2,2363.9,158.6,8160.3,104.4,107.4
1/28/2000,286.8,292.6,30300.9,177.1,413.4,471.9,2373.7,160.3,8211.1,105.6,108
1/31/2000,283.3,289.6,30325.8,174.8,410.5,465.7,2345.1,158.4,8112.3,104.4,106.8
2/1/2000,283,290.9,30535.7,175.2,409.6,467.9,2342.5,158.7,8083.9,104.2,106.7
2/2/2000,285.6,293.8,30963.3,178.1,413.3,473.2,2364,160.3,8201,105.2,107.7
2/3/2000,285.1,289.6,30841,177.9,410.7,465.5,2359.7,159.4,8205.9,105,107.4
2/4/2000,293.7,299.7,31517.4,184.9,424,482,2431.1,164.8,8454.2,108.4,110.7
2/7/2000,312.7,319.7,33896.7,196.7,452,513.4,2588.8,175.8,8983.1,115.3,117.9
2/8/2000,296.3,300.3,32426,183.9,428.4,483.1,2452.6,166,8515.7,109.3,111.6
2/9/2000,308.6,311.8,33691.4,191.6,445.6,501.7,2554.8,172.8,8849.1,113.8,116.2
2/10/2000,309,313.6,33531.1,192.4,447.8,503.5,2558.2,173.5,8865.2,114.2,116.4
2/11/2000,311.5,316.1,33927,195.3,452.1,507.4,2578.9,175.3,8994.6,115.4,117.4
2/14/2000,308.4,314.6,33516.1,194,448.2,505.5,2552.5,174,8858.9,114.1,116.3
2/15/2000,304.3,309.4,33078.1,190.5,443.4,496.8,2518.5,171.5,8738.1,112.5,114.7
2/16/2000,302.5,307.5,33126.8,188.8,439.4,493.2,2504,170.6,8707.5,111.9,114.1
2/17/2000,304.8,309.1,33629.2,189.7,443.2,495.8,2522.5,171.8,8779.9,112.6,114.9
2/18/2000,303.6,308.1,33631.8,190.1,440.2,494.3,2512.5,171.8,8753,112.3,114.5
2/21/2000,305.3,309.2,33989.6,191,443.8,496,2526.7,172.6,8814.1,113,115.1
2/22/2000,302.3,300.2,33442.5,187.2,441.8,482.5,2501.8,169.6,8732,111.9,113.7
2/23/2000,302,300.9,33553.7,188.2,442,484.7,2500,169.8,8702.1,111.9,113.7
2/24/2000,298.8,299.9,33171.7,186.6,435.9,482.8,2473.1,168.6,8586.1,110.9,112.6
2/25/2000,294,300.4,32619.3,184.4,426.9,483.4,2433.9,167.6,8440.7,109,111.1
2/28/2000,292.5,302.5,31879.6,184,424.5,486.1,2421.5,167.7,8381.6,108.7,110.7
2/29/2000,293.7,305,32258.9,186,426.1,489.9,2431,168.8,8427.8,109.1,111.2
3/1/2000,292.9,302.6,31492.6,184.9,424.6,486.1,2424.8,168.1,8379.9,109.1,110.8
3/2/2000,289.9,300,31222.2,183.5,421.1,482.3,2400,166.7,8283.9,107.8,109.7
3/3/2000,288.5,300,31035.4,182.4,418.8,482.2,2388.5,166.5,8256.9,107.7,109.3
3/6/2000,288.8,300.4,31070.5,183.6,420,483.1,2390.8,166.8,8252.5,108,109.4
3/7/2000,289.8,302.6,30941,183.3,421.1,486.4,2398.7,167.6,8273.1,108.3,109.8
3/8/2000,291.2,304.2,31139.5,184,425.3,488.5,2410.7,168.7,8322.5,108.7,110.4
3/9/2000,290.5,299.8,30858.4,183.6,423.4,481.9,2405,167.6,8290.9,108,109.9
3/10/2000,290.3,300.9,30860.8,183.9,423.4,484.1,2402.8,168.1,8273.6,107.8,109.9
3/13/2000,290.7,300.6,30622.9,184.1,424.3,484.4,2406,168.3,8292.2,108,110.1
3/14/2000,288.8,299.9,30308.6,183.8,422.4,483.4,2390.3,167.6,8229.4,107.3,109.4
3/15/2000,289.2,298.4,30486.5,183.9,424,481,2393.5,167.3,8223.4,107.6,109.5
3/16/2000,287.4,295.3,30354.2,182.2,423,475.8,2378.6,166.3,8170.8,107,108.8
3/17/2000,283.9,293.2,30123.2,180.6,418.4,472.5,2350.3,164.3,8073.5,105.9,107.5
3/20/2000,285.8,294.7,30456.7,182.5,419.8,475.4,2365.6,165.9,8122.4,106.6,108.2
3/21/2000,285.2,293.6,30481.1,180.8,418.5,473,2360.6,165.6,8088.3,106.2,108
3/22/2000,287.8,299.3,30777.3,183.6,423.1,481.8,2382.5,168,8169.2,107.3,109.2
3/23/2000,284.8,293.4,30600.7,180,418.9,469.9,2357.4,165.7,8074.1,106.2,107.9
3/24/2000,284.9,293.2,30514.5,179.3,417.5,466.6,2358.2,165.9,8075.5,106.2,108
3/27/2000,284.2,292.8,30345.8,178.6,414.2,465.6,2352.5,165.7,8037.6,105.7,107.7
3/28/2000,280.7,290.2,29737.7,177,408.3,461.7,2323.6,164,7938.2,104.3,106.4
3/29/2000,279.8,293.5,29529,176.5,407,467.3,2316,164.7,7942.1,104.3,106.3
3/30/2000,275.8,288.6,29042,173,402.1,459.3,2282.9,162.3,7904.4,103.2,104.8
3/31/2000,276.8,289.2,28384.9,173.5,401.8,460.2,2291.1,163,7931.7,103.6,105.2
4/3/2000,277.5,290.2,29073.7,173.9,403.3,460.1,2297.3,163.5,7982.3,104,105.5
4/4/2000,276.9,290,29256.1,173.5,402.3,459,2292.1,163.4,7955.3,103.8,105.3
4/5/2000,281.3,291.3,29570.2,176.8,409.4,459.3,2329,165.4,8074.7,105.5,106.8
4/6/2000,279.4,291.3,29289.8,176.5,405.4,457.2,2312.9,164.7,8007.6,104.8,106.2
4/7/2000,280.2,292.3,29516.6,177,408.4,460.4,2319.5,165.6,8024.9,105.2,106.5
4/10/2000,282.3,294.1,30135.8,178.3,411.7,463.5,2337,166.7,8076.6,105.9,107.3
4/11/2000,282.5,293.4,30216.2,177.9,413.7,461.5,2338.9,166.7,8088,106.2,107.3
4/12/2000,280.4,292.7,29694.4,176.7,410,460.7,2321.6,166,8002.6,105.3,106.6
4/13/2000,281.4,294.5,29801.7,177.1,412,463.5,2329.8,167,8036.8,105.6,107.1
4/14/2000,282,295,29570.5,177.7,415.8,463.1,2334.8,167.4,8033.5,105.8,107.3
4/17/2000,281.8,295.1,29372.4,177.6,418.1,463,2332.7,167.5,8132.7,106.4,107.2
4/18/2000,281.1,296.1,29338.4,178.2,416.6,465.7,2327.2,167.7,8083,105.9,107.1
4/19/2000,281.4,299.1,29422.2,178.1,415.1,470.1,2329.4,168.5,8050.8,105.8,107.3
4/20/2000,279.9,297.9,29487.8,177.1,412,468.4,2316.9,167.8,8007.9,105.6,106.8
4/21/2000,279.9,297.9,29487.8,177.1,412,468.4,2316.9,167.8,8007.9,105.6,106.8
4/24/2000,279.9,297.8,29504.6,177.1,413.1,467.6,2316.8,168.2,7989.7,105.6,106.8
4/25/2000,279.5,301.4,29548.7,176.9,411.3,474.1,2314,169,7964.4,105.3,106.9
4/26/2000,276.2,299.1,29422.2,174.7,407.3,470.5,2286.8,167.5,7867.6,104.5,105.7
4/27/2000,276,302.8,29362.3,175.2,408.3,475.7,2285.2,168.3,7856.3,104.7,105.8
4/28/2000,275.1,301.8,29726,175.8,407.5,473.2,2277.4,168,7819.7,104.2,105.5
5/1/2000,275.1,302.8,29940.6,177.1,406.5,473.1,2277.4,168.2,7823.8,104.4,105.5
5/2/2000,275.5,303.4,29992.4,176.4,409.2,472.5,2280.7,168.6,7835.2,104.3,105.7
5/3/2000,275.6,309.1,30058.3,176.4,410.5,477.3,2281.9,170,7822.9,104.3,106
5/4/2000,280,313.8,30255.4,181.3,419.4,485.4,2318.4,172.9,7949.2,106.2,107.7
5/5/2000,280.8,314.5,30490.9,183.8,419.8,487.4,2324.6,173.6,7973.3,106.6,108
5/8/2000,277.9,310.9,30248,181.7,414.3,481.2,2301,171.8,7892.4,105.8,106.9
5/9/2000,276.3,306.2,30241,180.3,413.3,475.6,2287.5,170.2,7848.3,105.6,106.2
5/10/2000,277.6,304.6,30384.7,182.5,414.9,474.8,2298.1,170.4,7861.6,106.2,106.9
5/11/2000,276.8,306.2,30052.3,184.3,412.3,476.2,2291,170.6,7834.8,105.4,106.5
5/12/2000,276.7,305.1,30095.4,182.5,411,473.9,2290.1,170.6,7823.7,105.6,106.5
5/15/2000,275.1,300.1,30115.2,181.6,409.8,467.2,2276.8,169,7772.9,105.2,105.8
5/16/2000,276,304.9,30299.3,184.4,409.9,473.6,2284.5,170.5,7803.9,105.6,106.4
5/17/2000,273.1,306.5,29897.6,183.2,408.8,474.8,2260.4,169.9,7758.8,105,105.5
5/18/2000,272.8,305.3,29695.6,184.2,409.7,474.7,2258.1,169.9,7731.2,104.9,105.3
5/19/2000,273.2,306,29203.8,184,408,475.1,2260.8,170.3,7741.1,105,105.5
5/22/2000,274,303.1,29359.1,183.5,410.3,470.5,2267.9,169.9,7752.8,105,105.7
5/23/2000,274.1,301.6,29231.5,185.4,410.9,471.3,2268.3,169.7,7767.3,104.9,105.6
5/24/2000,273.7,301.6,29370.7,185.9,412.6,471.9,2265.4,169.7,7751.2,105,105.7
5/25/2000,273.4,301.4,29419.3,185.7,411.7,469.9,2262.6,169.5,7741.3,105.1,105.6
5/26/2000,271.3,293,29012.8,182.8,407.7,458.4,2245.6,167.4,7673.7,104.3,104.7
5/29/2000,271.3,292.4,29076.6,182.1,406.9,458.5,2245.5,167.1,7666.3,104,104.8
5/30/2000,273.2,292.9,29016.7,182.4,410.9,461,2260.9,167.9,7709.7,104.4,105.5
5/31/2000,272.3,293.6,29314.5,182.1,407.8,461.5,2253.5,167.9,7691.7,104,105.3
6/1/2000,272.5,292.7,29612.6,182.6,406.2,460.5,2255.5,167.8,7715.2,104.2,105.3
6/2/2000,281.6,298.2,30450.8,186.8,416.7,469.3,2330.8,172.7,7997.4,107.2,108.7
6/5/2000,283.3,299.9,30399.8,187.5,417.7,472.3,2344.5,173.9,8021.6,107.7,109.4
6/6/2000,288.4,300.8,30378.6,189.2,425.8,473.1,2387.2,175.9,8164.6,109.5,111.2
6/7/2000,284.1,296.8,29979.6,187,420,465.9,2351.6,173.5,8041.4,107.9,109.6
6/8/2000,285.8,299.7,30338.1,189.3,422.2,469.8,2365.3,174.9,8076.7,108.7,110.4
6/9/2000,284.4,299.1,30396.7,189,419.7,468.1,2354,174.5,8074.1,108.3,109.9
6/12/2000,284.6,298.4,30314.2,188.2,419.8,466,2355.7,174.6,8078.4,108.3,110
6/13/2000,291.5,303.4,31120.5,192.6,428.5,474.5,2412.8,178.4,8249.5,110.6,112.5
6/14/2000,287.2,299.4,30600.1,191,422,468.6,2376.7,176.1,8143.6,108.7,110.8
6/15/2000,287.4,301.7,30600.9,190.8,424.6,471.3,2378.8,176.7,8138.4,108.7,111
6/16/2000,290.1,301.9,30881.1,191.5,427.2,471.4,2401.1,178,8205.5,109.2,111.9
6/19/2000,285.9,297.7,30261.1,189,418.7,464.6,2366.3,175.6,8089.5,107.9,110.3
6/20/2000,286.2,299.6,30195.5,189.8,420.9,465.9,2368.9,176.3,8085.9,108,110.5
6/21/2000,286.1,302.3,30175.4,190.8,421.4,468.8,2367.7,177,8076.6,108.1,110.6
6/22/2000,287.7,306.2,30049.4,190.3,423.9,473.7,2380.9,178.6,8121.8,108.7,111.3
6/23/2000,285.8,305.2,29804.6,190.3,422.9,473.6,2365.5,178,8048.1,107.9,110.7
6/26/2000,284.1,303.1,29982.9,189.4,421.2,469.5,2351.2,177,7981.1,107.2,110
6/27/2000,283.8,300.9,29945.1,189.3,420.3,465.1,2349.1,176.4,7979,106.8,109.8
6/28/2000,288,304.5,30385.4,190.6,427.5,472.1,2383.9,178.9,8079.8,108.3,111.4
6/29/2000,289.8,304.2,30409.3,190.6,429,473.9,2398.6,179.7,8134.7,109,112
6/30/2000,288.2,300.6,30487.7,190.3,427,468.6,2385.4,178.5,8088.4,108.3,111.3
7/3/2000,287.7,302.3,30459.3,190,425.5,469.9,2381.3,178.7,8080.1,108.3,111.2
7/4/2000,286.5,301.6,30440.6,189.1,425.3,468.5,2371.9,178.1,8034.9,107.8,110.8
7/5/2000,286.9,299.9,30677.2,189.7,427.3,465,2374.7,177.9,8044.7,108.1,110.9
7/6/2000,284.9,298.1,30605.4,188.1,423.4,461.3,2358.7,176.8,7974.4,107.6,110.2
7/7/2000,282.9,298,30505.4,186.6,419.3,460.4,2341.8,176.3,7919.1,106.8,109.5
7/10/2000,284.1,298.2,30417.2,187.7,420.7,461.5,2352.2,176.9,7950.5,107.2,109.9
7/11/2000,282.9,297.4,30242.3,186.8,418.1,461.4,2341.8,176.3,7897.2,106.7,109.4
7/12/2000,280,296.4,30352.2,184.9,414.1,460.5,2317.9,174.9,7799.4,105.6,108.4
7/13/2000,280.8,300.3,30320.8,187.2,415.8,465.8,2324.8,176.3,7818.9,106.1,108.9
7/14/2000,280.3,299,30257.2,186.6,416.3,463.3,2320.4,176.2,7806.4,106,108.7
7/17/2000,282.5,302.2,30628.9,189.2,418.5,467.9,2338.4,177.7,7859.9,106.9,109.6
7/18/2000,282.8,303.3,30583.7,189.1,418,469.7,2341.1,178.1,7863.6,107.2,109.8
7/19/2000,279.2,302.1,30178.7,186.8,411.6,468,2311.7,176.7,7736.6,106.1,108.6
7/20/2000,279.4,302.2,30214.5,185.8,412.2,468,2312.9,176.8,7689.1,105.8,108.8
7/21/2000,279.3,299.5,30461.8,184.4,410.9,465.5,2312.5,176.4,7719.9,105.6,108.8
7/24/2000,279.8,299.8,30460.6,184.6,410.3,466.4,2316.3,176.7,7731.6,105.8,108.7
7/25/2000,279.7,297.1,30558.6,184.2,410.2,461.5,2315.8,176.1,7746.3,105.9,108.7
7/26/2000,279.4,296.5,30532.8,184.2,409.4,460.2,2313.3,176,7728.2,105.5,108.5
7/27/2000,279.9,298,30548.4,184.7,411.7,461.9,2317,176.6,7770,105.8,108.8
7/28/2000,278.1,300,30488.1,184.9,410.8,464.5,2302.5,176.6,7736.7,105.3,108.3
7/31/2000,276.8,298.7,30326.3,184.8,411.2,461.9,2291.3,175.9,7710.3,105.1,107.9
8/1/2000,277.6,299.9,30375,185,412.6,463.7,2298.2,176.4,7739.5,105.4,108.4
8/2/2000,277.6,303.8,30284.8,185.8,411.3,469.1,2298.3,177.5,7711.7,105.4,108.8
8/3/2000,275.5,304.6,29766.4,184.2,408.5,470.9,2281,177,7643.5,104.5,108.1
8/4/2000,274,301.5,29704.4,181.9,407.5,466.9,2268.3,175.9,7598,103.8,107.5
8/7/2000,273.2,300.8,29784.3,181.1,407.7,465.3,2262.1,175.5,7577.8,103.5,107.4
8/8/2000,273.1,303.5,29688.7,181.5,407,468.9,2261.2,176.1,7569.5,103.5,107.7
8/9/2000,272,303,29396.4,181.2,403.7,468.2,2252.1,175.8,7538.5,103.4,107.2
8/10/2000,272.2,299.5,29541.9,181.5,403.8,463.9,2253.8,175,7540.8,103.2,107.3
8/11/2000,272.7,301.4,29558,181.4,404.7,468.9,2257.9,176,7555.4,103.3,107.5
8/14/2000,275.5,304.7,30131.5,182.9,408.7,473.5,2280.6,177.8,7634.6,104.4,108.6
8/15/2000,274.2,300.2,29893.3,182,407.8,468.6,2269.6,176.3,7623.6,103.9,107.9
8/16/2000,276.4,303.1,30003.3,184.3,408.3,473.4,2288.1,177.9,7669,104.5,108.8
8/17/2000,277.2,303.1,30087.3,185,409,473.5,2295.2,178.3,7698.1,104.7,109.3
8/18/2000,275.6,303.3,29884.7,184.5,406.3,473.8,2281.9,178,7645.1,104.2,108.7
8/21/2000,274.6,303.8,29792.7,184.1,404.9,474.2,2273.7,177.9,7617.4,103.9,108.2
8/22/2000,273.4,304.4,29632.5,184.2,403.2,475.2,2263.7,177.7,7583.6,103.6,107.9
8/23/2000,273.2,305.6,29210.7,184.6,406.3,473.3,2261.5,177.9,7568.4,103.9,107.9
8/24/2000,272.6,302,29153.2,184,404.9,467.1,2257.1,176.8,7554.6,103.6,107.7
8/25/2000,273.7,302.4,29225.8,185.6,405.7,467.6,2265.8,177.5,7585.9,103.9,108.1
8/28/2000,273.7,304.3,29151.9,185.9,406,469.3,2265.8,178.1,7591.1,104.1,108.1
8/29/2000,274,305.7,29082.4,187.7,407.5,472.5,2268.7,178.7,7607.3,104.2,108.3
8/30/2000,273.3,305.9,29113.3,187.8,403.9,473.9,2262.6,178.2,7592.8,104,108
8/31/2000,277,311.6,29539.3,190.4,408.5,482.7,2293.2,181.4,7693.7,105.2,109.6
9/1/2000,277,307.8,29292.8,189.7,408.2,476.9,2293.2,180.8,7691.5,105.3,109.4
9/4/2000,276.7,307.5,29243.3,189.4,407.8,477.3,2290.3,180.6,7686.7,105.2,109.2
9/5/2000,275,310.3,29106,189.7,405.7,481.5,2276.7,180.7,7662.6,105,108.8
9/6/2000,274.2,312.2,29038,189,406.4,483.4,2269.8,180.8,7639.7,105,108.5
9/7/2000,272.7,313.1,28649.9,190.1,403.8,484.9,2257.7,180.6,7598.5,104.8,108.1
9/8/2000,272.8,314.8,28941.5,191.7,403.3,487.4,2258.2,181.2,7604.5,104.9,108.2
9/11/2000,272.6,316.3,28908,192.3,402.7,482.8,2256.3,181.6,7594.9,104.7,108.2
9/12/2000,274.7,319.1,29365.6,195.3,406.8,486.2,2273.7,183.1,7644.3,105.5,109
9/13/2000,272.5,315.2,29195.7,193.1,404.3,480.1,2255.7,181.5,7579,104.7,108.2
9/14/2000,273.1,317,29290,193.9,406.5,484.2,2260.5,182.2,7583.4,105.2,108.5
9/15/2000,272.6,315.8,29215.9,193.8,404.9,483.2,2256.3,182,7562.5,105.2,108.4
9/18/2000,273,319.5,29168.7,194.8,406,487,2259.7,183,7580.7,105.8,108.9
9/19/2000,271.9,318.5,29096.1,193.2,404.3,482.2,2250.4,182.4,7560.4,105.4,108.8
9/20/2000,271.4,320.2,28969.2,192,402.3,483.7,2246.5,182.7,7568,105.5,108.6
9/21/2000,269.5,316,28668.1,189.5,400.8,478.8,2230.9,181.1,7491.6,104.7,107.8
9/22/2000,274,310.7,29481.1,187.9,408.5,473.2,2268,181.8,7626.5,105.9,109.1
9/25/2000,272.9,312.4,29317.7,187.9,406.4,474.2,2259,181.9,7604.3,105.6,108.6
9/26/2000,274.9,312.3,29554.6,188.7,409.1,475.4,2275.5,182.7,7655.4,106.2,109.3
9/27/2000,276.2,313.3,29666.8,188.8,413,478.4,2286.4,183.5,7669,106.7,109.9
9/28/2000,276.4,313.1,29739.2,188.7,415.4,478.2,2288.6,183.7,7671.2,106.9,110
9/29/2000,273.7,310.1,29570.6,185.1,411.7,473,2265.8,182.1,7602.5,106,108.8
10/2/2000,273.1,309.7,29702.3,185.9,412.3,472.3,2261,181.8,7582.1,105.6,108.6
10/3/2000,272.1,310.5,29569.1,186.7,409.9,471.5,2252.7,181.7,7565.2,105.6,108.3
10/4/2000,271.4,310.9,29666.7,186.1,407,472,2246.5,181.5,7559.3,105.4,108.1
10/5/2000,270.4,311,29606.1,186.1,404.3,472.5,2238.6,181.1,7530.4,105.2,107.8
10/6/2000,270,310.5,29365.2,186.7,405.1,472.1,2235.3,181.2,7546.8,105.1,107.7
10/9/2000,270,310.7,29403,186.4,406,472.8,2235.3,181.2,7541.9,105.3,107.7
10/10/2000,270.5,311.6,29214,186.7,406.2,473.7,2239.4,181.7,7555.6,105.6,108
10/11/2000,272.8,312.1,29326.1,186.2,410.2,471.9,2258,182.8,7599.6,106.4,108.9
10/12/2000,274,317.7,29548.2,186.6,413.1,478.4,2268.3,184.6,7651.2,107.4,109.6
10/13/2000,273.3,317.9,29418.1,187,414.3,479,2262.1,184.6,7613.8,107.2,109.4
10/16/2000,271.6,320.1,29414.3,187.9,411.6,483.2,2248.3,184.5,7567.3,106.9,108.9
10/17/2000,270.3,318,29230.2,187.7,410.3,480.3,2237.2,183.4,7525.4,106.5,108.4
10/18/2000,272,320.9,29303.9,187.2,412.8,482.3,2251.6,184.9,7599.4,107.7,109.1
10/19/2000,270.3,321.9,29330.2,187.4,408.8,483.4,2237.5,184.5,7544.3,106.9,108.6
10/20/2000,270.5,322.9,29453.4,187.1,409.6,484.8,2238.7,185,7561.2,106.6,108.7
10/23/2000,271.5,324.7,29429.2,186.9,409.4,487.5,2247.2,185.9,7587.3,106.9,109.2
10/24/2000,270.2,322.7,29210,186.5,408.6,485.6,2236.8,185,7538.6,106.4,108.7
10/25/2000,266.8,322,28765,185.9,405.4,483.2,2208.6,183.5,7450.7,105.6,107.7
10/26/2000,266.4,321.4,28889.7,186.1,404.5,485.3,2205.4,183.2,7432.3,105.5,107.6
10/27/2000,263.8,313,28624.9,181.9,402.9,476.3,2184,180.4,7341.8,104,106.4
10/30/2000,264.8,313.3,28824.7,182.2,404.5,476.8,2191.6,181,7370.9,104.2,106.7
10/31/2000,264.5,312.1,28880.8,182.2,404,475.6,2189.4,180.6,7374.8,104.4,106.7
11/1/2000,265.5,309.6,28800.1,183.4,405.3,472.2,2197.6,180.5,7396.8,104.4,106.8
11/2/2000,264.9,307.9,28703.1,183,407.6,470.1,2192.2,179.8,7382.2,104.3,106.5
11/3/2000,264.7,306.5,28419.4,182.7,406,467.1,2190.5,179.7,7371.8,104.1,106.3
11/6/2000,265.7,308.5,28510.9,185.3,406.9,469.5,2199.2,180.6,7398.9,104.4,106.7
11/7/2000,265.5,308.5,28425.8,185.6,406.6,469.9,2197.5,180.7,7378.5,104.5,106.7
11/8/2000,264.1,308.4,28384.1,185.3,406.5,469.3,2186,180,7344.4,104.2,106.3
11/9/2000,264.7,308.1,28451.2,185.8,407.5,468.8,2190.5,180,7345.6,104.5,106.5
11/10/2000,264.9,306.7,28581.3,185.2,408.9,466.7,2192.2,180.2,7369.7,104.4,106.5
11/13/2000,264.9,307.9,28492.5,184,409.8,467.9,2192.1,180.6,7348.5,104.6,106.6
11/14/2000,265,308.8,28638.4,185.5,409.1,469.3,2193.1,180.8,7350.8,104.7,106.7
11/15/2000,264.6,307.9,28742.2,185.3,409.9,469.6,2190,180.6,7347.1,104.6,106.5
11/16/2000,266.7,312.2,29083.6,187.5,414.3,476.3,2207.6,182.5,7419.3,105.6,107.5
11/17/2000,265.3,311.1,28877.8,186.4,413.8,474.7,2195.5,181.7,7379,105,106.9
11/20/2000,266.2,313.5,29196.6,186.8,414.8,478.5,2203.2,182.9,7419.7,105.8,107.4
11/21/2000,266.2,314.8,29356.3,187.8,413.6,479.3,2203.4,183.3,7409.1,106.1,107.5
11/22/2000,266.2,315.6,29317.7,188.3,412,479.7,2203.2,183.6,7429.8,105.8,107.5
11/23/2000,265.7,315.5,29320,189.8,410.5,480.1,2199.5,183.3,7409.8,105.5,107.4
11/24/2000,265.6,316.2,29529.1,189.5,409.3,480.4,2198.2,183.6,7410.4,105.4,107.4
11/27/2000,268.2,315.9,29652,189.3,411.7,478,2219.7,184.8,7474.4,106.1,108.3
11/28/2000,270,315.7,29728.2,190.2,414,477.6,2234.6,185.4,7526.2,107,108.9
11/29/2000,269.1,312.9,29847.2,189.2,414.8,473.1,2227.5,184.8,7510.8,106.6,108.5
11/30/2000,269.1,309.1,29809.5,189.8,413.6,467.1,2227.5,183.8,7517,106.5,108.3
12/1/2000,269.2,308.4,29924.3,187.9,413.1,466.6,2228.3,183.5,7506.4,105.9,108.3
12/4/2000,270.7,304.4,30076.1,186.4,418.4,460.8,2240.6,183.3,7563.1,106.1,108.6
12/5/2000,270.8,306,29981.6,187.5,418.6,463.2,2241.4,184.1,7568,106.3,108.7
12/6/2000,271.6,307,29987.3,189,416.9,464.4,2248,184.4,7588,106.3,109
12/7/2000,273.9,307.8,30313.9,190,418.6,466.1,2267.1,185.6,7658.2,107.2,109.8
12/8/2000,273,307.3,30386.2,188.2,415.8,464.5,2259.2,185.4,7640.1,107,109.5
12/11/2000,270.7,308.4,29989.5,185.9,410.7,464.2,2240.7,184.7,7571.8,106.4,108.8
12/12/2000,270.8,308.7,30191.3,186.9,412.9,464.3,2241,184.9,7560.7,106.5,108.8
12/13/2000,269.6,307.9,30282.8,185.8,410.6,463,2231.5,184.3,7543.9,106.2,108.4
12/14/2000,269.3,303.5,30195.2,183.2,408.1,457,2228.9,183.1,7525.3,105.9,108.1
12/15/2000,270.4,301.2,30381.9,183.4,410.3,454.2,2237.6,183.2,7561.7,106.1,108.4
12/18/2000,270.2,301.6,30266.5,184.2,412.2,454.3,2236.6,183.3,7562.6,106.1,108.3
12/19/2000,269.6,302.5,30300.1,184.2,410.5,456.8,2231.1,183.3,7537.7,106,108.1
12/20/2000,272.5,300.5,30679.2,184.9,414.8,455.7,2255,184.3,7621.2,106.6,109
12/21/2000,273.1,298.8,30654.1,185.2,415.7,455,2260.4,184,7640.2,106.7,109.1
12/22/2000,273.1,295.7,30777,185,414.2,450,2260.6,183.5,7648.7,106.5,109
12/25/2000,273.1,295.7,30777,185,414.2,450,2260.6,183.5,7648.7,106.5,109
12/26/2000,273.1,294,31017.3,184.5,413.2,446.6,2260.4,183.1,7694.3,106.4,108.9
12/27/2000,275.1,295.6,31402.4,184.8,415.5,450.5,2276.6,184.4,7815.5,107.3,109.7
12/28/2000,274.5,296.5,31526.1,184.2,413.9,451.7,2271.9,184,7855.3,107.5,109.5
12/29/2000,274.5,292.3,31342.2,183.7,412.2,444.8,2271.7,184,7864.1,107.5,109.4
1/1/2001,274.5,292.3,31342.2,183.7,412.2,444.8,2271.7,184,7864.1,107.5,109.4
1/2/2001,271.1,286.1,31039.6,181.3,405,435.9,2244.1,180.4,7734.2,105.9,107.9
1/3/2001,267.2,282.5,30557.9,177.5,399.9,429.1,2211.3,177.9,7632.2,104.1,106.3
1/4/2001,267.1,282.8,30832.7,178.9,400.4,429.2,2211.1,178.1,7592.6,104,106.4
1/5/2001,267.4,281,31062.5,178.8,401.7,429.1,2213.4,178,7604.6,104,106.4
1/8/2001,268.3,282.5,31173.8,179,401.8,431.1,2220.9,178.6,7618.4,104.5,106.7
1/9/2001,267,283.9,31088.1,179,399.3,432.6,2210,178.6,7581.7,104.4,106.3
1/10/2001,266.3,283.1,30964,178.6,398.7,432.1,2204.1,178.2,7574.9,105,106
