Date,Open,High,Low,Close,Adj Close,Volume
2000-05-10,0.833750,0.833750,0.792070,0.819860,0.045244,374931
2000-05-11,0.792070,0.792070,0.750380,0.778170,0.042943,283899
2000-05-12,0.861550,0.861550,0.805960,0.833750,0.046010,3983235
2000-05-15,0.805960,0.805960,0.764270,0.778170,0.042943,589341
2000-05-16,0.764270,0.764270,0.736480,0.750380,0.041410,617938
2000-05-17,0.750380,0.750380,0.708690,0.708690,0.039109,461996
2000-05-18,0.708690,0.708690,0.653110,0.680900,0.037575,337457
2000-05-19,0.680900,0.680900,0.680900,0.680900,0.037575,0
2000-05-22,0.673950,0.673950,0.639210,0.673950,0.037192,915330
2000-05-23,0.673950,0.673950,0.639210,0.673950,0.037192,915330
2000-05-24,0.673950,0.673950,0.673950,0.673950,0.037192,0
2000-05-25,0.673950,0.673950,0.673950,0.673950,0.037192,0
2000-05-26,0.541940,0.541940,0.514150,0.521100,0.028757,216964
2000-05-29,0.521100,0.521100,0.521100,0.521100,0.028757,0
2000-05-30,0.521100,0.521100,0.521100,0.521100,0.028757,0
2000-05-31,0.521100,0.521100,0.521100,0.521100,0.028757,0
2000-06-01,0.521100,0.521100,0.521100,0.521100,0.028757,0
2000-06-02,0.555840,0.555840,0.500250,0.507200,0.027990,5051929
2000-06-05,0.507200,0.507200,0.507200,0.507200,0.027990,0
2000-06-06,0.528040,0.528040,0.507200,0.514150,0.028373,234899
2000-06-07,0.514150,0.514150,0.514150,0.514150,0.028373,0
2000-06-08,0.514150,0.514150,0.514150,0.514150,0.028373,0
2000-06-09,0.534990,0.534990,0.514150,0.528040,0.029140,527375
2000-06-12,0.521100,0.521100,0.507200,0.514150,0.028373,204329
2000-06-13,0.521100,0.521100,0.486360,0.514150,0.028373,906641
2000-06-14,0.541940,0.541940,0.486360,0.514150,0.028373,6376219
2000-06-15,0.514150,0.514150,0.479410,0.486360,0.026840,2350383
2000-06-16,0.486360,0.486360,0.458560,0.465510,0.025689,475208
2000-06-19,0.472460,0.472460,0.451620,0.458560,0.025306,250835
2000-06-20,0.479410,0.479410,0.465510,0.472460,0.026073,183904
2000-06-21,0.472460,0.472460,0.465510,0.472460,0.026073,26027
2000-06-22,0.479410,0.479410,0.465510,0.472460,0.026073,227170
2000-06-23,0.479410,0.479410,0.465510,0.479410,0.026456,292029
2000-06-26,0.472460,0.472460,0.465510,0.465510,0.025689,52862
2000-06-27,0.458560,0.458560,0.444670,0.451620,0.024923,252701
2000-06-28,0.472460,0.472460,0.458560,0.465510,0.025689,243498
2000-06-29,0.465510,0.465510,0.458560,0.465510,0.025689,111885
2000-06-30,0.451620,0.451620,0.437720,0.451620,0.024923,125754
2000-07-03,0.472460,0.472460,0.444670,0.465510,0.025689,254840
2000-07-04,0.479410,0.479410,0.465510,0.472460,0.026073,171647
2000-07-05,0.472460,0.472460,0.451620,0.458560,0.025306,175250
2000-07-06,0.472460,0.472460,0.458560,0.465510,0.025689,147825
2000-07-07,0.486360,0.486360,0.458560,0.486360,0.026840,2426491
2000-07-10,0.548890,0.548890,0.507200,0.548890,0.030290,1890220
2000-07-11,0.583630,0.583630,0.500250,0.507200,0.027990,7381804
2000-07-12,0.507200,0.507200,0.472460,0.507200,0.027990,1111036
2000-07-13,0.493300,0.493300,0.479410,0.479410,0.026456,764665
2000-07-14,0.472460,0.472460,0.458560,0.465510,0.025689,178059
2000-07-17,0.514150,0.514150,0.472460,0.479410,0.026456,3920020
2000-07-18,0.486360,0.486360,0.458560,0.472460,0.026073,385416
2000-07-19,0.486360,0.486360,0.458560,0.472460,0.026073,385416
2000-07-20,0.493300,0.493300,0.479410,0.479410,0.026456,323535
2000-07-21,0.493300,0.493300,0.479410,0.486360,0.026840,335928
2000-07-24,0.500250,0.500250,0.486360,0.486360,0.026840,200251
2000-07-25,0.534990,0.534990,0.514150,0.514150,0.028373,653434
2000-07-26,0.521100,0.521100,0.500250,0.500250,0.027606,395058
2000-07-27,0.507200,0.507200,0.486360,0.493300,0.027223,179429
2000-07-28,0.507200,0.507200,0.493300,0.500250,0.027606,178977
2000-07-31,0.521100,0.521100,0.493300,0.500250,0.027606,586036
2000-08-01,0.500250,0.500250,0.500250,0.500250,0.027606,0
2000-08-02,0.548890,0.548890,0.534990,0.548890,0.030290,1728875
2000-08-03,0.548890,0.548890,0.534990,0.541940,0.029907,1080765
2000-08-04,0.555840,0.555840,0.514150,0.521100,0.028757,5541919
2000-08-07,0.514150,0.514150,0.493300,0.493300,0.027223,250936
2000-08-08,0.507200,0.507200,0.493300,0.500250,0.027606,65087
2000-08-09,0.500250,0.500250,0.486360,0.493300,0.027223,105247
2000-08-10,0.514150,0.514150,0.486360,0.493300,0.027223,333904
