"Date","Close","Close_EMA5","Volume_EMA5","USD_TRY_EMA5","CrudeOil_EMA5","BIST_EMA5","Close_Abs_Change","Close_ROC1","Volume_EMA5_ROC1","Volume_EMA5_ROC5","Increase","Close_ROC1_lag1","Close_ROC5_lag1","USD_TRY_ROC1_lag1","USD_TRY_ROC5_lag1","CrudeOil_ROC1_lag1","CrudeOil_ROC5_lag1","BIST_ROC1_lag1","BIST_ROC5_lag1"
2000-05-10,9.49208,9.49208,75212,0.6143,17.26183,17777.13,0,0,0,0,"X0",0,0,0,0,0,0,0,0
2000-05-11,9.37193,9.49208,75212,0.6143,17.26183,17777.13,-0.120149999999999,-1.26579211300367,0,0,"X.1",0,0,0,0,0,0,0,0
2000-05-12,9.37193,9.45203,54616.3333333333,0.615166666666667,17.493873,17816.9866666667,0,0,-27.3834849048911,-27.3834849048911,"X0",-1.26579211300367,-1.26579211300367,0.423245971023937,0.423245971023937,4.03276477638813,4.03276477638813,0.672605758072308,0.672605758072308
2000-05-15,9.13163,9.42533,41357.2222222222,0.615444444444444,17.7445553333333,17730.4777777778,-0.240300000000001,-2.56403963751331,-24.2768239863126,-45.0124684595248,"X.1",0,-1.26579211300367,-0.145890744042797,0.276737750284883,1.60352855243741,5.70095986346756,-1.89554498874095,-1.23568877540976
2000-05-16,9.01147,9.32743,29912.8148148148,0.615262962962963,17.9623062222222,17491.3285185185,-0.12016,-1.31586584213334,-27.6720891599389,-60.2286672142546,"X.1",-2.56403963751331,-3.79737633901105,-0.178571428571427,0.0976721471593757,0.832449117391721,6.58086657092557,-3.10084716126365,-4.29821911635906
2000-05-17,8.77117,9.22211,24086.5432098766,0.616208641975309,18.1002418148148,17491.7290123457,-0.2403,-2.66660156445063,-19.4775103613877,-67.9751326784601,"X.1",-1.31586584213334,-5.06327380300209,0.520409822735401,0.618590265342671,-0.117921656753898,6.45518464728247,2.81842799313232,-1.60093333400837
2000-05-18,8.41071,9.07179666666667,22704.695473251,0.618039094650206,18.1429092098765,17302.9226748971,-0.36046,-4.10959997354971,-5.73701142826879,-69.8124029765848,"X.1",-2.66660156445063,-7.59485802900945,0.582430027503648,1.20462314829889,-0.804680511052582,5.59856052342075,-3.2426412874524,-4.79166209618763
2000-05-19,8.41071,8.85143444444445,20271.463648834,0.619659396433471,18.3927918065844,17018.3717832647,0,0,-10.7168661534512,-62.8838803126647,"X0",-4.10959997354971,-10.256371953269,0.193019141064819,0.972604960285298,3.64441577586958,5.20436648730516,-2.81259250199849,-8.08769214436181
2000-05-22,8.05025,8.7045262962963,13514.3090992227,0.620872930955647,18.4720068710562,16828.6711888432,-0.36046,-4.28572617531694,-33.3333333333333,-67.3229768029219,"X.1",0,-10.256371953269,0.0642157649702931,1.18506493506493,-1.38742468793398,2.10741360260266,0,-6.31178997417621
2000-05-23,8.05025,8.48643419753087,13414.8727328151,0.620581953970431,18.2274045807042,16632.8774592288,0,0,-0.73578579324694,-55.153425660994,"X0",-4.28572617531694,-11.8421355223547,-0.529440077009461,0.829403154984549,-4.78913618612382,-3.58525319972902,-1.2643722183416,-4.53617021776837
2000-05-24,8.05025,8.34103946502058,13348.5818218768,0.620321302646954,18.0975510538028,16283.2249728192,0,0,-0.4941598199155,-44.5807490698655,"X0",0,-10.6666281971754,-0.0322580645161255,0.275036401876725,0.561748091689131,-2.92917767756434,-4.04752331865265,-10.9110002955547
2000-05-25,8.05025,8.24410964334705,8899.05454791784,0.620247535097969,18.2515650358685,16128.7499818795,0,0,-33.3333333333333,-60.8052239308735,"X0",0,-8.21919994709941,0.0484027105517856,-0.257358854753104,4.04616723859677,1.81777794942837,1.51361146617795,-6.53169720377353
2000-05-26,8.65101,8.17948976223137,5932.70303194523,0.620031690065313,18.4690420239123,16195.563321253,0.600759999999999,7.46262538430483,-33.3333333333333,-70.7337213793812,"X1",0,-4.28572617531694,-0.0806321561038453,-0.529780061004972,1.85566030461984,0.0605476537665223,3.21995221178524,-0.730002000088757
2000-05-29,8.65101,8.33666317482091,5836.13535463015,0.619021126710209,18.4826946826082,16104.465547502,0,0,-1.62771803670429,-56.8151408127417,"X0",7.46262538430483,2.85707151952688,-0.419625564880576,-1.01074923792716,-2.08419426241946,-0.646452898555211,-2.49197908775634,-3.20378959066269
2000-05-30,8.65101,8.44144544988061,3890.75690308677,0.617980751140139,18.4807964550722,16031.017031668,0,0,-33.3333333333333,-70.9966916527706,"X0",0,7.46262538430483,-0.178282009724472,-0.661290322580644,-0.178282009724461,4.16502238107588,-0.239601514105713,-2.19914797408334
2000-05-31,8.65101,8.51130029992041,2593.83793539118,0.616820500760093,18.5372226367148,15943.8346877787,0,0,-33.3333333333333,-80.568438130707,"X0",0,7.46262538430483,-0.227309628186387,-0.855114553081635,0.936705092818102,4.55341463912343,-0.721790064542458,1.19065036268153
2000-06-01,8.65101,8.55787019994694,1729.22529026079,0.616447000506729,18.3119674244765,16031.3631251858,0,0,-33.3333333333333,-80.568438130707,"X0",0,7.46262538430483,0.195280716029289,-0.709562973713911,-4.22849774062571,-3.76159110816707,2.77086040304462,2.44389941718606
2000-06-02,8.05025,8.58891679996463,1152.81686017386,0.616198000337819,18.393710949651,16277.6287501239,-0.600759999999999,-6.94439146411805,-33.3333333333333,-80.568438130707,"X.1",0,7.46262538430483,0,-0.629438347320854,3.89520854877627,-1.83452218250577,3.47849802732497,2.70050137208275
2000-06-05,8.05025,8.40936119997642,10231.5445734492,0.615298666891879,18.469048966434,16358.4358334159,0,0,787.525584237743,75.3136956519,"X0",-6.94439146411805,-6.94439146411805,-0.357316875101507,-0.567260940032406,0.336942031873577,0.592787682333898,-1.49139900871548,3.75436417043549
2000-06-06,8.65101,8.28965746665095,6821.02971563283,0.614532444594586,18.381399310956,16448.6405556106,0.600759999999999,7.46262538430483,-33.3333333333333,75.3136956519,"X1",0,-6.94439146411805,-0.0814995925020466,-0.470855658386104,-2.22143452709427,-1.46614710180225,0.65980429841314,4.68977821874928
2000-06-07,8.65101,8.41010831110063,128311.686477089,0.613321629729724,18.3123578739707,16538.9270370737,0,0,1781.11900734015,4846.78887706752,"X0",7.46262538430483,0,-0.342577487765088,-0.585842148087884,-0.174804049192291,-2.55119617481431,0.543927644694079,6.0244890918972
2000-06-08,8.65101,8.49040887406709,85541.124318059,0.612214419819816,18.2980719159805,16423.4080247158,0,0,-33.3333333333333,4846.78887706752,"X0",0,0,-0.147323620887218,-0.925775540035738,0.523954875779085,2.28448888576111,-3.15278566942791,-0.0866940385353414
2000-06-09,8.65101,8.54394258271139,57027.4162120394,0.612142946546544,18.2738346106536,16503.2553498106,0,0,-33.3333333333333,4846.78887706752,"X0",0,0,0.327868852459017,-0.600942017216183,-0.241604860559943,-1.78819022139009,2.90618359140756,-0.639290263181741
2000-06-12,8.41071,8.57963172180759,56475.2774746929,0.612528631031029,18.3564430737691,16489.2768998737,-0.2403,-2.77771034827147,-0.968198761265092,451.972158937231,"X.1",0,7.46262538430483,0.21241830065359,-0.0325998370008295,1.62575663800328,-0.526672654939884,-1.21004984111457,-0.355507398585353
2000-06-13,8.1704,8.52332448120506,41903.1849831286,0.61291908735402,18.7305747158461,16293.8212665825,-0.240309999999999,-2.85719041555349,-25.8026045079534,514.323448658969,"X.1",-2.77771034827147,4.47762491848079,0.0652209359204414,0.114192495921702,5.16788452007003,6.99072288958097,-3.39225529908901,-4.36669563204151
2000-06-14,8.1704,8.40568298747004,33336.7899887524,0.612646058236013,19.1303751438974,16067.1008443883,0,0,-20.443302812961,-74.0188981190695,"X0",-2.85719041555349,-5.55553628998231,-0.260713703764062,0.196431494516284,2.31604164478395,9.66036334324202,-1.81884950615956,-6.61407338736206
2000-06-15,7.9301,8.32725532498003,38567.5266591683,0.612564038824009,19.4593634292649,15772.7072295922,-0.2403,-2.94110447468913,15.690582903095,-54.9134676839569,"X.1",0,-5.55553628998231,0.0490115994118736,0.393442622950831,0.940111518448403,10.1143435780946,-2.75233353358533,-6.22793327968667
2000-06-16,7.56964,8.19487021665335,33274.3511061122,0.613242692549339,19.7232656195099,15503.8114863948,-0.360460000000001,-4.54546600925588,-13.7244361035472,-41.6520100044661,"X.1",-2.94110447468913,-8.33324663825379,0.359242325277593,0.424836601307197,0.664749912264742,11.1147873073563,-1.43507078540983,-10.1838509987727
